,Type,Latitude,Longitude,Year,Month,Day,Hour,Minute,Second
1572,Person search,51.517032,-0.089451,2022,1,26,3,22,50
1573,Person search,51.518091,-0.078308,2022,1,26,8,59,32
1577,Person search,51.513051,-0.104001,2022,1,27,8,53,10
1578,Person search,51.517149,-0.08776,2022,1,27,12,6,15
1579,Person and Vehicle search,51.512856,-0.073254,2022,1,27,12,8,54
1580,Person search,51.509848,-0.104494,2022,1,28,1,53,13
1581,Person search,51.514203,-0.094628,2022,1,28,10,16,44
1582,Person search,51.516814,-0.08162,2022,1,28,11,52,49
1587,Person search,51.511711,-0.07421,2022,1,31,2,24,42
1589,Person and Vehicle search,51.51265,-0.101452,2022,2,1,7,47,53
1591,Person and Vehicle search,51.517576,-0.079786,2022,2,2,2,41,24
1592,Person and Vehicle search,51.516351,-0.082965,2022,2,2,4,51,21
1593,Person search,51.514547,-0.112039,2022,2,2,8,0,25
1594,Person and Vehicle search,51.509848,-0.104494,2022,2,2,8,14,33
1595,Person search,51.512882,-0.084768,2022,2,4,6,58,54
1598,Person search,51.512888,-0.094482,2022,2,5,6,17,26
1599,Person search,51.512888,-0.094482,2022,2,5,6,26,36
1600,Person and Vehicle search,51.512147,-0.092077,2022,2,5,9,21,10
1601,Person and Vehicle search,51.512108,-0.097973,2022,2,7,5,45,27
1602,Person search,51.517576,-0.079786,2022,2,7,6,20,10
1603,Person search,51.517576,-0.079786,2022,2,7,6,31,35
1604,Person search,51.517576,-0.079786,2022,2,7,6,41,58
1605,Person search,51.517576,-0.079786,2022,2,7,7,41,58
1608,Person and Vehicle search,51.516966,-0.1059,2022,2,11,1,51,0
1609,Person and Vehicle search,51.51792,-0.092628,2022,2,11,8,18,8
1610,Person search,51.50995,-0.078665,2022,2,11,9,57,26
1612,Person search,51.516855,-0.080234,2022,2,13,1,49,56
1614,Person search,51.508963,-0.073894,2022,2,15,3,30,11
1616,Person and Vehicle search,51.515866,-0.073675,2022,2,16,12,28,34
1617,Person search,51.518864,-0.097562,2022,2,17,9,9,15
1618,Person search,51.514627,-0.072156,2022,2,18,1,27,7
1620,Person and Vehicle search,51.516351,-0.082965,2022,2,19,6,46,0
1622,Person and Vehicle search,51.512147,-0.092077,2022,2,22,12,32,30
1625,Person search,51.512598,-0.084967,2022,2,26,2,37,1
1626,Person search,51.51637,-0.081912,2022,2,26,5,56,19
1630,Person search,51.517058,-0.083296,2022,3,2,2,54,11
1631,Person search,51.516814,-0.08162,2022,3,3,4,40,50
1634,Person and Vehicle search,51.512598,-0.084967,2022,3,5,4,4,16
1636,Person search,51.504848,-0.090033,2022,3,6,3,51,24
1637,Person search,51.504848,-0.090033,2022,3,6,7,24,19
1639,Person search,51.516814,-0.08162,2022,3,7,12,2,15
1640,Person search,51.50995,-0.078665,2022,3,8,12,57,33
1642,Person and Vehicle search,51.512598,-0.084967,2022,3,10,2,28,11
1643,Person search,51.512598,-0.084967,2022,3,10,5,53,26
1644,Person search,51.516233,-0.077392,2022,3,10,6,17,50
1647,Person search,51.516351,-0.082965,2022,3,11,5,16,57
1649,Person search,51.514203,-0.094628,2022,3,11,8,53,26
1650,Person and Vehicle search,51.52181,-0.097929,2022,3,11,9,1,52
1651,Person and Vehicle search,51.52181,-0.097929,2022,3,12,9,44,19
1652,Person search,51.513297,-0.101959,2022,3,13,12,14,31
1653,Person search,51.511616,-0.086551,2022,3,14,4,40,18
1657,Person search,51.516814,-0.08162,2022,3,16,5,35,10
1659,Person search,51.511165,-0.100822,2022,3,17,4,39,57
1661,Person search,51.510913,-0.101395,2022,3,17,6,22,37
1662,Person search,51.518511,-0.08531,2022,3,18,6,1,8
1663,Person and Vehicle search,51.522233,-0.107382,2022,3,19,2,18,45
1665,Person search,51.517431,-0.082458,2022,3,22,7,9,17
1666,Person search,51.518189,-0.082628,2022,3,22,7,58,26
1667,Person search,51.517431,-0.082458,2022,3,22,8,53,30
1668,Person and Vehicle search,51.521463,-0.107054,2022,3,23,6,6,5
1675,Person and Vehicle search,51.515307,-0.097277,2022,3,26,8,43,0
1676,Person and Vehicle search,51.515307,-0.097277,2022,3,26,8,59,32
1677,Person search,51.514763,-0.075508,2022,3,29,0,3,46
1679,Person search,51.50932,-0.084701,2022,3,30,4,47,11
1680,Person search,51.509344,-0.080665,2022,3,30,5,11,41
1683,Person search,51.510786,-0.068816,2022,4,1,17,46,46
1684,Person search,51.517032,-0.089451,2022,4,1,21,7,38
1685,Person search,51.510651,-0.080322,2022,4,2,4,55,10
1686,Person search,51.511611,-0.080728,2022,4,2,4,58,51
1687,Person search,51.510651,-0.080322,2022,4,2,6,17,55
1688,Person search,51.511118,-0.090203,2022,4,2,11,10,25
1689,Person search,51.517576,-0.079786,2022,4,3,15,53,29
1690,Person search,51.516855,-0.080234,2022,4,4,3,26,32
1691,Person search,51.516855,-0.080234,2022,4,4,3,38,2
1693,Person search,51.512462,-0.076095,2022,4,4,14,9,38
1695,Person and Vehicle search,51.50995,-0.078665,2022,4,6,2,20,17
1696,Person and Vehicle search,51.50995,-0.078665,2022,4,6,2,29,54
1698,Person search,51.510182,-0.092865,2022,4,8,7,36,8
1700,Person search,51.517431,-0.082458,2022,4,12,7,12,47
1701,Person search,51.517431,-0.082458,2022,4,13,3,29,45
1702,Person search,51.512462,-0.076095,2022,4,13,20,31,1
1703,Person search,51.513389,-0.080034,2022,4,14,1,55,21
1704,Person search,51.51768,-0.078484,2022,4,14,13,29,33
1705,Person search,51.512959,-0.094464,2022,4,14,19,22,48
1706,Person search,51.513581,-0.108418,2022,4,20,4,26,43
1707,Person search,51.509775,-0.085014,2022,4,20,15,15,40
1708,Person search,51.518511,-0.08531,2022,4,20,15,39,51
1710,Person search,51.5193,-0.093969,2022,4,21,18,11,17
1711,Person search,51.510671,-0.084284,2022,4,21,19,37,5
1712,Person and Vehicle search,51.510671,-0.084284,2022,4,21,19,44,41
1713,Person search,51.515033,-0.07825,2022,4,21,20,30,55
1716,Person search,51.512598,-0.084967,2022,4,22,20,34,10
1717,Person and Vehicle search,51.508066,-0.08778,2022,4,23,5,32,9
1720,Person search,51.513769,-0.076833,2022,4,26,1,18,43
1723,Person search,51.508066,-0.08778,2022,4,27,3,14,6
1724,Person and Vehicle search,51.51442,-0.09472,2022,4,27,4,57,10
1725,Person and Vehicle search,51.51442,-0.09472,2022,4,27,5,2,25
1726,Person and Vehicle search,51.51442,-0.09472,2022,4,27,5,9,37
1727,Person and Vehicle search,51.51442,-0.09472,2022,4,27,5,13,27
1728,Person and Vehicle search,51.508066,-0.08778,2022,4,27,5,22,28
1729,Person and Vehicle search,51.509876,-0.086278,2022,4,27,5,43,58
1730,Person search,51.517297,-0.102412,2022,4,27,11,44,12
1731,Person search,51.517297,-0.102412,2022,4,27,11,46,56
1733,Person search,51.514158,-0.100179,2022,4,27,20,43,8
1735,Person and Vehicle search,51.525787,-0.105865,2022,4,29,18,57,18
1736,Person and Vehicle search,51.5075,-0.095542,2022,4,30,18,42,58
1737,Person and Vehicle search,51.509414,-0.093791,2022,4,30,19,13,30
1744,Person search,51.515504,-0.07627,2022,5,6,1,54,8
1745,Person search,51.515504,-0.07627,2022,5,6,1,54,8
1746,Person and Vehicle search,51.514151,-0.074958,2022,5,6,13,21,51
1747,Person and Vehicle search,51.514151,-0.074958,2022,5,6,13,21,51
1748,Person search,51.517244,-0.080376,2022,5,6,17,3,49
1749,Person search,51.517244,-0.080376,2022,5,6,17,3,49
1750,Person search,51.516814,-0.08162,2022,5,6,21,19,44
1751,Person search,51.516814,-0.08162,2022,5,6,21,19,44
1752,Person search,51.511749,-0.108018,2022,5,7,19,6,21
1753,Person search,51.511749,-0.108018,2022,5,7,19,6,21
1760,Person and Vehicle search,51.51972,-0.099933,2022,5,11,17,25,9
1761,Person and Vehicle search,51.51972,-0.099933,2022,5,11,17,25,9
1772,Person search,51.516386,-0.108965,2022,5,16,14,38,10
1773,Person search,51.516386,-0.108965,2022,5,16,14,38,10
1776,Person and Vehicle search,51.513928,-0.108231,2022,5,17,14,45,39
1777,Person and Vehicle search,51.513928,-0.108231,2022,5,17,14,45,39
1778,Person search,51.517576,-0.079786,2022,5,19,7,41,58
1779,Person search,51.517576,-0.079786,2022,5,19,7,41,58
1780,Person search,51.514158,-0.100179,2022,5,19,14,39,26
1781,Person search,51.514158,-0.100179,2022,5,19,14,39,26
1782,Person and Vehicle search,51.508066,-0.08778,2022,5,19,18,16,22
1783,Person and Vehicle search,51.508066,-0.08778,2022,5,19,18,16,22
1786,Person and Vehicle search,51.516386,-0.108965,2022,5,20,10,38,29
1787,Person and Vehicle search,51.516386,-0.108965,2022,5,20,10,38,29
1788,Person and Vehicle search,51.517231,-0.079613,2022,5,20,16,9,14
1789,Person and Vehicle search,51.517231,-0.079613,2022,5,20,16,9,14
1790,Person and Vehicle search,51.516347,-0.104887,2022,5,21,4,32,21
1791,Person and Vehicle search,51.516347,-0.104887,2022,5,21,4,32,21
1794,Person search,51.516814,-0.08162,2022,5,24,18,13,48
1795,Person search,51.516814,-0.08162,2022,5,24,18,13,48
1798,Person search,51.513114,-0.086272,2022,5,26,23,26,41
1799,Person search,51.513114,-0.086272,2022,5,26,23,26,41
1800,Person search,51.516386,-0.108965,2022,5,27,7,11,58
1801,Person search,51.516386,-0.108965,2022,5,27,7,11,58
1802,Person and Vehicle search,51.513114,-0.086272,2022,5,27,17,7,41
1803,Person and Vehicle search,51.513114,-0.086272,2022,5,27,17,7,41
1806,Person and Vehicle search,51.516497,-0.094115,2022,5,30,17,21,27
1807,Person and Vehicle search,51.516497,-0.094115,2022,5,30,17,21,27
1808,Person and Vehicle search,51.516497,-0.094115,2022,5,30,17,46,24
1809,Person and Vehicle search,51.516497,-0.094115,2022,5,30,17,46,24
1810,Person search,51.512135,-0.078127,2022,5,30,20,42,29
1811,Person search,51.512135,-0.078127,2022,5,30,20,42,29
1812,Person and Vehicle search,51.518433,-0.078856,2022,5,30,22,40,56
1813,Person and Vehicle search,51.518433,-0.078856,2022,5,30,22,40,56
1814,Person and Vehicle search,51.510182,-0.092865,2022,5,31,22,9,40
1815,Person and Vehicle search,51.510182,-0.092865,2022,5,31,22,9,40
1816,Person and Vehicle search,51.510182,-0.092865,2022,5,31,22,12,8
1817,Person and Vehicle search,51.510182,-0.092865,2022,5,31,22,12,8
1818,Person and Vehicle search,51.523053,-0.108631,2022,6,2,2,17,48
1821,Person search,51.515033,-0.07825,2022,6,3,4,21,50
1823,Person and Vehicle search,51.51265,-0.101452,2022,6,5,5,16,57
1824,Person search,51.51265,-0.101452,2022,6,5,13,2,59
1825,Person and Vehicle search,51.516966,-0.1059,2022,6,5,23,49,28
1826,Person search,51.520985,-0.078749,2022,6,7,0,5,59
1827,Person and Vehicle search,51.515196,-0.071772,2022,6,7,8,40,22
1828,Person and Vehicle search,51.516814,-0.08162,2022,6,7,8,44,7
1830,Person and Vehicle search,51.520985,-0.078749,2022,6,8,14,59,43
1831,Person and Vehicle search,51.525655,-0.090517,2022,6,8,23,9,57
1834,Person search,51.516814,-0.08162,2022,6,10,13,30,3
1836,Person and Vehicle search,51.515728,-0.078393,2022,6,11,21,25,20
1839,Person and Vehicle search,51.510651,-0.080322,2022,6,14,16,37,52
1840,Person and Vehicle search,51.506338,-0.088227,2022,6,16,20,46,3
1842,Person search,51.51868,-0.085173,2022,6,18,7,16,14
1843,Person search,51.515031,-0.100748,2022,6,20,13,4,38
1844,Person search,51.515621,-0.085086,2022,6,20,19,59,29
1846,Person search,51.509344,-0.080665,2022,6,22,2,29,37
1847,Person search,51.520678,-0.080318,2022,6,24,3,15,57
1849,Person search,51.51868,-0.085173,2022,6,24,22,3,25
1850,Person and Vehicle search,51.515033,-0.07825,2022,6,25,1,40,29
1851,Person search,51.515033,-0.07825,2022,6,25,6,51,25
1853,Person search,51.513447,-0.093493,2022,6,27,16,43,31
1856,Person and Vehicle search,51.512598,-0.084967,2022,6,30,6,31,21
1857,Person and Vehicle search,51.514158,-0.100179,2022,6,30,16,29,25
1859,Person search,51.517785,-0.079907,2022,7,1,9,30,47
1860,Person search,51.517656,-0.077563,2022,7,1,14,22,46
1861,Person search,51.515894,-0.075922,2022,7,1,21,15,10
1862,Person search,51.515894,-0.075922,2022,7,1,21,19,3
1864,Person search,51.517785,-0.079907,2022,7,3,18,5,3
1866,Person search,51.514627,-0.072156,2022,7,6,15,54,3
1867,Person search,51.513813,-0.073531,2022,7,6,16,47,19
1868,Person search,51.5131,-0.072542,2022,7,6,18,8,7
1869,Person search,51.513874,-0.096501,2022,7,7,15,57,40
1870,Person and Vehicle search,51.5131,-0.072542,2022,7,9,2,50,35
1871,Person search,51.514267,-0.079838,2022,7,10,1,44,46
1872,Person search,51.516212,-0.078849,2022,7,10,2,55,22
1873,Person and Vehicle search,51.51477,-0.101292,2022,7,10,3,51,30
1874,Person search,51.514267,-0.079838,2022,7,10,4,15,18
1877,Person and Vehicle search,51.503329,-0.091725,2022,7,13,2,26,3
1880,Person search,51.519119,-0.056615,2022,7,14,4,34,39
1882,Person and Vehicle search,51.513712,-0.104276,2022,7,14,18,13,34
1884,Person and Vehicle search,51.517102,-0.088785,2022,7,15,17,59,21
1885,Person search,51.517102,-0.088785,2022,7,15,18,3,15
1887,Person and Vehicle search,51.510725,-0.084844,2022,7,16,8,29,13
1890,Person and Vehicle search,51.511794,-0.101906,2022,7,20,12,49,54
1891,Person and Vehicle search,51.510836,-0.097176,2022,7,20,15,57,13
1892,Person search,51.513911,-0.102726,2022,7,20,17,48,26
1894,Person search,51.50882,-0.081091,2022,7,22,23,44,25
1895,Person search,51.50882,-0.081091,2022,7,23,0,20,31
1896,Person and Vehicle search,51.5131,-0.072542,2022,7,23,19,21,22
1897,Person search,51.517656,-0.077563,2022,7,26,14,34,35
1898,Person search,51.515812,-0.077511,2022,7,26,16,40,28
1899,Person search,51.513874,-0.096501,2022,7,27,3,45,29
1906,Person search,51.516271,-0.092971,2022,7,28,18,54,27
1907,Person search,51.516271,-0.092971,2022,7,28,18,59,6
1908,Person search,51.518692,-0.081512,2022,7,28,22,24,17
1911,Person and Vehicle search,51.511794,-0.101906,2022,7,31,6,29,26
1912,Person search,51.513079,-0.09407,2022,8,3,21,29,19
1913,Person search,51.513079,-0.09407,2022,8,3,22,10,32
1914,Person search,51.518093,-0.078424,2022,8,5,10,25,8
1916,Person and Vehicle search,51.517239,-0.106076,2022,8,6,19,13,15
1917,Person search,51.517296,-0.081902,2022,8,7,1,34,39
1918,Person and Vehicle search,51.509872,-0.092633,2022,8,7,8,7,20
1923,Person search,51.509872,-0.092633,2022,8,10,1,49,5
1925,Person search,51.518692,-0.081512,2022,8,10,11,51,3
1926,Person search,51.514924,-0.074925,2022,8,11,6,39,33
1927,Person search,51.513736,-0.095224,2022,8,11,18,35,48
1928,Person search,51.513736,-0.095224,2022,8,11,18,39,32
1929,Person search,51.513736,-0.095224,2022,8,11,21,38,2
1930,Person and Vehicle search,51.513209,-0.0949,2022,8,12,19,52,49
1931,Person and Vehicle search,51.511794,-0.101906,2022,8,12,20,55,26
1932,Person and Vehicle search,51.517687,-0.112111,2022,8,13,5,43,3
1933,Person and Vehicle search,51.506722,-0.088586,2022,8,13,23,7,38
1934,Person search,51.516869,-0.081113,2022,8,14,0,8,33
1935,Person and Vehicle search,51.517296,-0.081902,2022,8,14,7,23,26
1936,Person search,51.511884,-0.108027,2022,8,14,20,23,44
1937,Person and Vehicle search,51.511196,-0.079521,2022,8,15,7,45,58
1938,Person search,51.513666,-0.078278,2022,8,17,17,18,30
1942,Person search,51.517296,-0.081902,2022,8,19,22,31,37
1943,Person search,51.516869,-0.081113,2022,8,20,0,43,9
1944,Person search,51.518692,-0.081512,2022,8,20,4,54,45
1947,Person search,51.51777,-0.078495,2022,8,20,14,56,58
1948,Person and Vehicle search,51.519689,-0.098017,2022,8,20,20,48,29
1949,Person search,51.519689,-0.098017,2022,8,20,21,44,46
1950,Person search,51.517785,-0.079907,2022,8,21,0,47,38
1951,Person search,51.517785,-0.079907,2022,8,21,0,47,38
1952,Person search,51.517785,-0.079907,2022,8,21,0,47,38
1954,Person and Vehicle search,51.513209,-0.0949,2022,8,23,21,17,58
1955,Person search,51.513631,-0.086019,2022,8,25,5,51,34
1956,Person and Vehicle search,51.51277,-0.118367,2022,8,26,20,12,22
1957,Person and Vehicle search,51.511896,-0.09154,2022,8,27,8,9,52
1958,Person search,51.511896,-0.09154,2022,8,27,9,9,12
1959,Person and Vehicle search,51.510761,-0.101963,2022,8,29,13,39,0
1960,Person and Vehicle search,51.510761,-0.101963,2022,8,29,13,46,12
1961,Person and Vehicle search,51.511037,-0.096274,2022,8,30,1,30,31
1962,Person and Vehicle search,51.511037,-0.096274,2022,8,30,1,31,35
1964,Person search,51.518281,-0.111596,2022,9,1,2,5,54
1965,Person search,51.517846,-0.109164,2022,9,1,2,12,9
1966,Person search,51.517846,-0.109164,2022,9,1,2,26,42
1967,Person and Vehicle search,51.515178,-0.076716,2022,9,1,3,8,7
1968,Person and Vehicle search,51.51844,-0.078755,2022,9,1,21,5,20
1969,Person search,51.515383,-0.078783,2022,9,2,4,1,16
1970,Person and Vehicle search,51.515383,-0.078783,2022,9,2,5,18,15
1971,Person search,51.515383,-0.078783,2022,9,2,5,36,44
1972,Person search,51.515383,-0.078783,2022,9,2,20,19,12
1973,Person search,51.515383,-0.078783,2022,9,2,21,3,39
1974,Person and Vehicle search,51.516869,-0.081113,2022,9,3,3,42,52
1979,Person search,51.516869,-0.081113,2022,9,5,13,1,39
1982,Person and Vehicle search,51.515225,-0.069709,2022,9,9,5,8,17
1986,Person and Vehicle search,51.511794,-0.101906,2022,9,11,0,17,29
1989,Person search,51.516869,-0.081113,2022,9,18,1,31,45
1991,Person and Vehicle search,51.516271,-0.092971,2022,9,20,18,12,48
1992,Person and Vehicle search,51.516271,-0.092971,2022,9,20,18,48,52
1993,Person and Vehicle search,51.517461,-0.089808,2022,9,20,19,54,54
1994,Person search,51.517461,-0.089808,2022,9,21,0,4,7
1996,Person search,51.512066,-0.074483,2022,9,22,4,14,47
1998,Person and Vehicle search,51.511896,-0.09154,2022,9,23,17,59,28
2002,Person search,51.516271,-0.092971,2022,9,27,18,20,33
2003,Person search,51.513079,-0.09407,2022,9,30,7,10,17
2005,Person and Vehicle search,51.517461,-0.089808,2022,9,30,18,27,30
2006,Person search,51.517239,-0.106076,2022,10,1,17,47,31
2007,Person and Vehicle search,51.512549,-0.095764,2022,10,3,0,28,6
2008,Person search,51.516271,-0.092971,2022,10,3,18,12,41
2009,Person search,51.517369,-0.094655,2022,10,3,22,59,2
2010,Person search,51.509744,-0.089208,2022,10,4,4,32,51
2015,Person and Vehicle search,51.512658,-0.092531,2022,10,6,21,13,0
2020,Person and Vehicle search,51.512105,-0.085089,2022,10,14,19,37,45
2021,Person search,51.520551,-0.0985,2022,10,15,3,27,33
2029,Person search,51.517785,-0.079907,2022,10,17,17,42,48
2030,Person search,51.517785,-0.079907,2022,10,17,18,0,29
2031,Person search,51.517785,-0.079907,2022,10,17,20,48,17
2032,Person and Vehicle search,51.511794,-0.101906,2022,10,19,16,37,13
2033,Person and Vehicle search,51.513813,-0.073531,2022,10,20,5,58,14
2038,Person search,51.516271,-0.076425,2022,10,24,4,55,50
2039,Person and Vehicle search,51.516271,-0.076425,2022,10,24,5,10,15
2040,Person and Vehicle search,51.511896,-0.09154,2022,10,24,22,20,51
2041,Person search,51.517332,-0.098519,2022,10,26,17,52,4
2042,Person search,51.514267,-0.079838,2022,10,28,0,26,13
2044,Person and Vehicle search,51.514267,-0.079838,2022,10,28,14,29,33
2045,Person and Vehicle search,51.517461,-0.089808,2022,10,28,20,1,1
2046,Person search,51.520455,-0.078757,2022,10,29,2,34,6
2047,Person and Vehicle search,51.520455,-0.078757,2022,10,29,2,39,38
2048,Person and Vehicle search,51.520455,-0.078757,2022,10,29,5,32,9
2049,Person and Vehicle search,51.520455,-0.078757,2022,10,29,5,43,44
2050,Person search,51.511332,-0.077959,2022,10,29,16,21,43
2051,Person search,51.511332,-0.077959,2022,10,29,17,28,2
2057,Person search,51.516103,-0.089822,2022,11,3,21,52,30
2058,Person search,51.510864,-0.089479,2022,11,4,3,22,10
2059,Person and Vehicle search,51.510864,-0.089479,2022,11,4,6,9,35
2060,Person and Vehicle search,51.510864,-0.089479,2022,11,4,6,38,9
2061,Person and Vehicle search,51.510864,-0.089479,2022,11,4,6,40,6
2062,Person and Vehicle search,51.516271,-0.092971,2022,11,4,15,19,43
2063,Person search,51.516271,-0.092971,2022,11,4,15,25,52
2064,Person search,51.511759,-0.076038,2022,11,5,1,52,49
2066,Person search,51.511965,-0.075453,2022,11,9,5,44,50
2067,Person and Vehicle search,51.511965,-0.075453,2022,11,9,7,14,56
2068,Person and Vehicle search,51.527173,-0.080478,2022,11,9,16,57,11
2071,Person and Vehicle search,51.513631,-0.086019,2022,11,12,3,17,7
2072,Person and Vehicle search,51.51477,-0.101292,2022,11,14,8,2,3
2073,Person and Vehicle search,51.510725,-0.084844,2022,11,16,23,17,55
2075,Person and Vehicle search,51.515178,-0.076716,2022,11,18,1,39,48
2076,Person and Vehicle search,51.515178,-0.076716,2022,11,18,2,58,9
2077,Person search,51.517051,-0.102812,2022,11,18,19,23,46
2078,Person search,51.517051,-0.102812,2022,11,18,19,41,39
2079,Person and Vehicle search,51.517461,-0.089808,2022,11,18,20,7,37
2080,Person and Vehicle search,51.51277,-0.118367,2022,11,19,3,10,56
2083,Person and Vehicle search,51.511794,-0.101906,2022,11,22,4,5,33
2084,Person search,51.508312,-0.079138,2022,11,22,18,25,57
2085,Person and Vehicle search,51.517461,-0.089808,2022,11,23,5,55,22
2086,Person search,51.519045,-0.097078,2022,11,23,19,7,30
2087,Person and Vehicle search,51.519045,-0.097078,2022,11,24,13,16,19
2088,Person search,51.513631,-0.086019,2022,11,24,16,1,19
2091,Person and Vehicle search,51.51277,-0.118367,2022,11,26,21,42,6
2092,Person search,51.518461,-0.097103,2022,11,27,0,46,46
